"cityid","cityprovid","cityname","createdby","createddate","updatedby","updateddate","isactive"
"8205","82","KEPULAUAN SULA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"8206","82","HALMAHERA TIMUR","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"8207","82","PULAU MOROTAI","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"8208","82","PULAU TALIABU","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"8271","82","TERNATE","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"8272","82","TIDORE KEPULAUAN","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9101","91","MERAUKE","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9102","91","JAYAWIJAYA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9103","91","JAYAPURA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9104","91","NABIRE","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9105","91","KEPULAUAN YAPEN","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9106","91","BIAK NUMFOR","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9107","91","PUNCAK JAYA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9108","91","PANIAI","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9109","91","MIMIKA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9110","91","SARMI","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9111","91","KEEROM","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9112","91","PEGUNUNGAN BINTANG","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9113","91","YAHUKIMO","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9114","91","TOLIKARA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9115","91","WAROPEN","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9116","91","BOVEN DIGOEL","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9117","91","MAPPI","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9118","91","ASMAT","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9119","91","SUPIORI","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9120","91","MAMBERAMO RAYA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9121","91","MAMBERAMO TENGAH","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9122","91","YALIMO","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9123","91","LANNY JAYA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9124","91","NDUGA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9125","91","PUNCAK","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9126","91","DOGIYAI","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9127","91","INTAN JAYA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9128","91","DEIYAI","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9171","91","JAYAPURA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9201","92","SORONG","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9202","92","MANOKWARI","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9203","92","FAK FAK","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9204","92","SORONG SELATAN","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9205","92","RAJA AMPAT","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9206","92","TELUK BINTUNI","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9207","92","TELUK WONDAMA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9208","92","KAIMANA","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9209","92","TAMBRAUW","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9210","92","MAYBRAT","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9211","92","MANOKWARI SELATAN","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9212","92","PEGUNUNGAN ARFAK","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
"9271","92","SORONG","1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
